Movie Name,Movie Code,Open date,Movie Type,Nation,Genre,Directors,companys
맨 오브 스틸,20137961,20130613,장편,미국,SF,잭 스나이더,NA
맨 온 렛지,20124420,20120222,장편,미국,범죄,애스게르 레스,NA
맨 인 더 다크,20167481,20161005,장편,미국,스릴러,페드 알바레즈,NA
맨 인 블랙 3,20113885,20120524,장편,미국,액션,배리 소넨필드,NA
머니백,20165045,20180412,장편,한국,액션,허준형,20160643/(주)젠픽쳐스
메리다와 마법의 숲,20127634,20120927,장편,미국,애니메이션,마크 앤드류스,NA
메리와 마녀의 꽃,20174585,20171207,장편,일본,애니메이션,요네바야시 히로마사,NA
메이즈 러너,20140431,20140918,장편,미국,액션,웨스 볼,NA
메이즈 러너: 데스 큐어,20175054,20180117,장편,미국,액션,웨스 볼,NA
메이즈 러너: 스코치 트라이얼,20150622,20150916,장편,미국,액션,웨스 볼,NA
메카닉: 리크루트,20167261,20160831,장편,미국,액션,데니스 간젤,NA
명량,20129370,20140730,장편,한국,사극,김한민,20123063/(주)빅스톤픽쳐스
명탐정 코난 : 수평선상의 음모,20058720,20130807,장편,일본,애니메이션,야마모토 야스이치로,NA
명탐정 코난 : 이차원의 저격수,20149567,20140806,장편,일본,애니메이션,시즈노 코분,NA
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20155761,20150212,장편,일본,애니메이션,야마모토 야스이치로,NA
명탐정 코난 : 화염의 해바라기,20151964,20150805,장편,일본,애니메이션,시즈노 코분,NA
명탐정 코난: 11번째 스트라이커,20127306,20120719,장편,일본,애니메이션,시즈노 코분,NA
명탐정 코난: 순흑의 악몽,20162002,20160803,장편,일본,애니메이션,시즈노 코분,NA
명탐정 코난:감벽의 관,20078561,20180214,장편,일본,애니메이션,야마모토 야스이치로,NA
명탐정 코난:진홍의 연가,20170124,20170802,장편,일본,애니메이션,시즈노 코분,NA
모모와 다락방의 수상한 요괴들,20127108,20120705,장편,일본,애니메이션,오키우라 히로유키,20104508/프로덕션 I.G.
모아나,20165443,20170112,장편,미국,애니메이션,론 클레멘츠,NA
몬스터,20136060,20140313,장편,한국,스릴러,황인호,20040050/상상필름(주)
몬스터 대학교,20135001,20130912,장편,미국,애니메이션,댄 스캔론,NA
몬스터 패밀리,20176082,20171221,장편,독일,애니메이션,호거 태프,NA
몬스터 호텔,20129156,20130117,장편,미국,애니메이션,젠디 타타코브스키,NA
몬스터 호텔 2,20154242,20151224,장편,미국,애니메이션,젠디 타타코브스키,NA
몽타주,20122784,20130516,장편,한국,스릴러,정근섭,20126335/(주)미인픽쳐스
무뢰한,20130566,20150527,장편,한국,멜로/로맨스,오승욱,20122737/(주)사나이픽처스
무서운 이야기,20124349,20120725,옴니버스,한국,공포(호러),정범식,20100340/(주)수필름
무서운 이야기 2 '탈출',20134248,20130605,기타,한국,공포(호러),NA,NA
뮨: 달의 요정,20151815,20150924,장편,프랑스,애니메이션,알렉상드르 헤보얀,NA
미 비포 유,20163215,20160601,장편,미국,멜로/로맨스,테아 샤록,NA
미나문방구,20128691,20130516,장편,한국,드라마,정익환,20124955/(주)별의별
잠자는 숲속의 미녀와 야수,20149769,20140715,장편,미국,판타지,캐스퍼 반 디엔,NA
미녀와 야수,20164721,20170316,장편,미국,멜로/로맨스,빌 콘돈,NA
미니언즈,20145361,20150729,장편,미국,애니메이션,피에르 꼬팽,NA
미니특공대X,20181366,20180322,장편,한국,애니메이션,이영준,20000384/(주)삼지애니메이션
미드나잇 선,20184845,20180621,장편,미국,멜로/로맨스,스콧 스피어,NA
미드나잇 인 파리,20126686,20120705,장편,미국,코미디,우디 알렌,NA
미션 임파서블: 로그네이션,20157881,20150730,장편,미국,액션,크리스토퍼 맥쿼리,NA
미션임파서블:고스트프로토콜,20112207,20111215,장편,미국,액션,브래드 버드,20104469/파라마운트 픽쳐스
미스 페레그린과 이상한 아이들의 집,20164501,20160928,장편,미국,미스터리,팀 버튼,NA
미스터 고,20124082,20130717,장편,한국,코미디,김용화,20123564/(주)덱스터필름
미쓰 와이프,20143513,20150813,장편,한국,코미디,강효진,20063189/(주)영화사아이비젼
미쓰GO,20113532,20120621,장편,한국,액션,박철관,20100414/영화사 도로시(주)
미씽: 사라진 여자,20153741,20161130,장편,한국,미스터리,이언희,20139535/다이스필름(주)
도묘필기: 미이라의 부활,20168607,20170630,장편,중국,미스터리,이인항,NA
미확인 동영상 : 절대클릭금지,20110312,20120530,장편,한국,공포(호러),김태경,20062097/(주)에이디사공육
밀레니엄 : 여자를 증오한 남자들,20110882,20120111,장편,미국,스릴러,데이빗 핀처,NA
밀정,20159646,20160907,장편,한국,액션,김지운,20101663/(주)다크서클픽쳐스
바람 바람 바람,20153447,20180405,장편,한국,코미디,이병헌,2016841/(주)하이브미디어코프
바람과 함께 사라지다,20124067,20120808,장편,한국,코미디,김주호,20122495/(주)두타연
박물관이 살아있다 : 비밀의 무덤,20143541,20150114,장편,미국,어드벤처,숀 레비,NA
박수건달,20124935,20130109,장편,한국,코미디,조진규,20122966/주식회사 제이앤피
박열,20178982,20170628,장편,한국,드라마,이준익,20174921/(유)박열문화전문회사
반드시 잡는다,20161762,20171129,장편,한국,스릴러,김홍선,20062097/(주)에이디사공육
반딧불이 딘딘,20189882,20180222,장편,중국,애니메이션,등위봉,NA
반창꼬,20124399,20121219,장편,한국,멜로/로맨스,정기훈,20122735/(주)영화사오름
발레리안: 천 개 행성의 도시,20158047,20170830,장편,프랑스,액션,뤽 베송,NA
밤의 여왕,20123384,20131017,장편,한국,멜로/로맨스,김제영,20063189/(주)영화사아이비젼
방황하는 칼날,20129787,20140410,장편,한국,범죄,이정호,20063007/(주)에코필름
배트맨 대 슈퍼맨: 저스티스의 시작,20152781,20160324,장편,미국,액션,잭 스나이더,NA
배틀쉽,20112134,20120411,장편,미국,SF,피터 버그,NA
백 투 더 비기닝,20156161,20150226,장편,미국,SF,딘 이스라엘리트,NA
백설공주,20125426,20120503,장편,미국,판타지,타셈 싱,NA
버닝,20173202,20180517,장편,한국,미스터리,이창동,20100787/파인하우스필름(주)
벅스 프렌즈,20184261,20180606,장편,중국,애니메이션,딩 스,NA
번개맨과 신비의 섬,20182021,20180405,장편,한국,가족,김지열,20174241/힘컨텐츠(주)
바이스: 범죄도시,20177928,20171228,장편,미국,액션,브라이언 A 밀러,NA
범죄와의 전쟁: 나쁜놈들 전성시대,20113557,20120202,장편,한국,범죄,윤종빈,20063202/(주)팔레트픽처스
베를린,20124083,20130130,장편,한국,액션,류승완,20100374/(주)외유내강
베이비 드라이버,20171090,20170914,장편,영국,액션,에드가 라이트,NA
베테랑,20148048,20150805,장편,한국,액션,류승완,20100374/(주)외유내강
벤허,20167839,20160914,장편,미국,어드벤처,티무르 베크맘베토브,NA
변호인,20134803,20131218,장편,한국,드라마,양우석,20110933/위더스필름(주)
보스 베이비,20174061,20170503,장편,미국,애니메이션,톰 맥그라스,NA
보안관,20162722,20170503,장편,한국,범죄,김형주,20126515/(주)영화사 월광
보통사람,20167902,20170323,장편,한국,드라마,김봉한,20122965/(주)트리니티엔터테인먼트
본 레거시,20126409,20120906,장편,미국,액션,토니 길로이,NA
봉이 김선달,20159644,20160706,장편,한국,사극,박대민,20111289/(주)엠픽처스
부라더,20172603,20171102,장편,한국,코미디,장유정,20063279/(주)홍필름
부러진 화살,20113535,20120118,장편,한국,드라마,정지영,20062550/(주)아우라픽처스
"부르고뉴, 와인에서 찾은 인생",20176067,20180503,장편,프랑스,드라마,세드릭 클래피쉬,NA
부산행,20156564,20160720,장편,한국,액션,연상호,20140808/(주)영화사레드피터
분노의 질주: 더 맥시멈,20135221,20130522,장편,미국,액션,저스틴 린,NA
분노의 질주: 더 세븐,20143580,20150401,장편,미국,액션,제임스 완,NA
분노의 질주: 더 익스트림,20167542,20170412,장편,미국,액션,F. 게리 그레이,NA
불한당: 나쁜 놈들의 세상,20164844,20170517,장편,한국,범죄,변성현,20110854/씨제이이앤엠(주)
뷰티 인사이드,20143572,20150820,장편,한국,판타지,백,20137896/(주)용필름
브레이킹 던 part2,20126469,20121115,장편,미국,드라마,빌 콘돈,NA
브리짓 존스의 베이비,20168885,20160928,장편,미국,코미디,샤론 맥과이어,NA
브이아이피,20164174,20170823,장편,한국,범죄,박훈정,20161022/(주)영화사 금월
블랙 팬서,20170561,20180214,장편,미국,액션,라이언 쿠글러,NA
비긴 어게인,20149629,20140813,장편,미국,멜로/로맨스,존 카니,NA
비밥바룰라,20177473,20180124,장편,한국,코미디,이성재,20142433/영화사김치(주)
비행기 2: 소방구조대,20149978,20140813,장편,미국,애니메이션,로버츠 개너웨이,NA
빅 히어로,20149951,20150121,장편,미국,애니메이션,돈 홀,NA
빅매치,20134590,20141127,장편,한국,액션,최호,20100651/(주)보경사
빅쇼트,20159199,20160121,장편,미국,드라마,아담 맥케이,NA
빌리와 용감한 녀석들 2 ,20133924,20130221,장편,인도,애니메이션,닉힐 아드바니,NA
빌리와 용감한 녀석들 3D,20127887,20120808,장편,독일,애니메이션,라인하드 클루스,NA
뽀로로 극장판 공룡섬 대모험,20174846,20171207,장편,한국,애니메이션,김현호,20020113/(주)오콘
뽀로로 극장판 슈퍼썰매 대모험,20123681,20130123,장편,한국,애니메이션,박영균,20020113/(주)오콘
뽀로로 극장판 컴퓨터 왕국 대모험,20156807,20151210,장편,한국,애니메이션,박영균,20020113/(주)오콘
사냥,20154906,20160629,장편,한국,액션,이우철,20123063/(주)빅스톤픽쳐스
사도,20148846,20150916,장편,한국,사극,이준익,20100239/(주)타이거픽쳐스
사라진 밤,20178781,20180307,장편,한국,스릴러,이창희,20100123/(주)싸이더스
사이코메트리,20134407,20130307,장편,한국,미스터리,권호영,20111289/(주)엠픽처스
살인소설,20167007,20180425,장편,한국,스릴러,김진묵,20101149/(주)페퍼민트앤컴퍼니
살인의뢰,20148461,20150312,장편,한국,범죄,손용호,20126335/(주)미인픽쳐스
살인자의 기억법,20154909,20170906,장편,한국,범죄,원신연,20100103/(주)쇼박스
상의원,20147176,20141224,장편,한국,사극,이원석,20100362/(주)영화사비단길
새미의 어드벤쳐 2,20126406,20120801,장편,벨기에,애니메이션,벤 스타센,NA
샌 안드레아스,20144682,20150603,장편,미국,액션,브래드 페이튼,NA
섀도우 헌터스: 뼈의 도시,20129588,20130912,장편,미국,판타지,해럴드 즈워트,NA
서부전선,20140193,20150924,장편,한국,전쟁,천성일,20100834/(주)하리마오픽쳐스
석조저택 살인사건,20156708,20170509,장편,한국,스릴러,정식,20168769/주식회사 영화사다
선 오브 갓,20147968,20140410,장편,미국,드라마,크리스토퍼 스펜서,NA
설국열차,20126674,20130801,장편,한국,SF,봉준호,20100357/(주)모호필름
설리: 허드슨강의 기적,20168891,20160928,장편,미국,드라마,클린트 이스트우드,NA
성난 변호사,20142855,20151008,장편,한국,범죄,허종호,20110854/씨제이이앤엠(주)
셜록: 유령신부,20157042,20160102,장편,영국,범죄,더글라스 맥키넌,NA
셜록홈즈 : 그림자 게임,20112621,20111221,장편,미국,액션,가이 리치,NA
셰이프 오브 워터: 사랑의 모양,20173436,20180222,장편,미국,어드벤처,기예르모 델 토로,NA
소공녀,20173962,20180322,장편,한국,멜로/로맨스,전고운,20126116/광화문시네마
소녀괴담,20147931,20140702,장편,한국,미스터리,오인천,20123795/(주)고스트픽처스
소수의견,20136057,20150624,장편,한국,드라마,김성제,20100834/(주)하리마오픽쳐스
소원,20134582,20131002,장편,한국,드라마,이준익,20137195/필름모멘텀
손님,20148844,20150709,장편,한국,판타지,김광태,20100346/(주)유비유필름
수상한 그녀,20131102,20140122,장편,한국,드라마,황동혁,20140512/(주)예인플러스엔터테인먼트
수어사이드 스쿼드 : 섹시 히어로즈,20166222,20161215,장편,미국,액션,악셀 브라운,NA
순수의 시대,20136063,20150305,장편,한국,사극,안상훈,20100411/(주)화인웍스
숨바꼭질,20136049,20130814,장편,한국,스릴러,허정,20063193/(주)드림캡쳐
숲속으로,20143422,20141224,장편,미국,뮤지컬,롭 마샬,NA
슈퍼배드 2,20122089,20130912,장편,미국,애니메이션,크리스 리노드,NA
슈퍼배드 3,20173403,20170726,장편,미국,애니메이션,피에르 꼬팽,NA
스노우 화이트 앤 더 헌츠맨,20113745,20120530,장편,미국,액션,루퍼트 샌더스,NA
스머프: 비밀의 숲,20161665,20170428,장편,미국,애니메이션,캘리 애스버리,NA
스물,20148845,20150325,장편,한국,코미디,이병헌,20154488/(주)영화나무
스타워즈: 깨어난 포스,20154141,20151217,장편,미국,액션,J.J. 에이브럼스,NA
스타워즈: 라스트 제다이,20170443,20171214,장편,미국,액션,라이언 존슨,NA
스타트렉 다크니스,20123329,20130530,장편,미국,액션,J.J. 에이브럼스,20104469/파라마운트 픽쳐스
스타트렉 비욘드,20150567,20160817,장편,미국,액션,저스틴 린,NA
"스탠바이, 웬디",20176053,20180530,장편,미국,드라마,벤 루윈,NA
스텝 업: 올 인,20149930,20140903,장편,미국,드라마,트리시 시에,NA
스텝업4 : 레볼루션,20126448,20120815,장편,미국,멜로/로맨스,스콧 스피어,NA
스토커,20120467,20130228,장편,미국,드라마,박찬욱,NA
스파이,20124086,20130905,장편,한국,액션,이승준,20100278/(주)제이케이필름
스파이 브릿지,20152871,20151105,장편,미국,스릴러,스티븐 스필버그,NA
스파이 브릿지,20152871,20151105,장편,미국,스릴러,스티븐 스필버그,NA
스파이더맨: 홈 커밍,20167303,20170705,장편,미국,액션,존 와츠,NA
스파키,20182221,20180412,장편,한국,애니메이션,아론 우들리,20111482/(주)레드로버
스포트라이트,20150565,20160224,장편,미국,드라마,토마스 맥카시,NA
스폰지밥 3D,20149401,20150218,장편,미국,애니메이션,폴 티비트,NA
스플릿,20163521,20161109,장편,한국,드라마,최국희,20100410/오퍼스픽쳐스
슬로우 비디오,20135386,20141002,장편,한국,드라마,김영탁,20124236/이십세기폭스 인터내셔널 프로덕션
시간이탈자,20142621,20160413,장편,한국,스릴러,곽재용,20110854/씨제이이앤엠(주)
시체가 돌아왔다,20124051,20120329,장편,한국,범죄,우선호,20100025/(주)씨네이천
시카리오: 데이 오브 솔다도,20184721,20180627,장편,미국,액션,스테파노 솔리마,NA
신과함께-죄와 벌,20150976,20171220,장편,한국,판타지,김용화,20100540/리얼라이즈픽쳐스(주)
신데렐라,20156841,20150319,장편,미국,멜로/로맨스,케네스 브래너,NA
신비한 동물사전,20162365,20161116,장편,미국,어드벤처,데이빗 예이츠,NA
신세계,20124401,20130221,장편,한국,범죄,박훈정,20122737/(주)사나이픽처스
신의 한 수,20139201,20140703,장편,한국,범죄,조범구,20110891/(주)메이스엔터테인먼트
신이 보낸 사람,20136043,20140213,장편,한국,드라마,김진무,20137735/주식회사 태풍코리아
싱 스트리트,20163018,20160519,장편,아일랜드,드라마,존 카니,NA
썬더와 마법저택,20134206,20131224,장편,벨기에,애니메이션,벤 스타센,NA
쎄시봉,20148188,20150205,장편,한국,멜로/로맨스,김현석,20101112/유한회사 제이필름
쓰리 빌보드,20178449,20180315,장편,미국,코미디,마틴 맥도나,NA
미씽: 사라진 여자,20153741,20161130,장편,한국,미스터리,이언희,20139535/다이스필름(주)
아가씨,20144444,20160601,장편,한국,스릴러,박찬욱,20153848/유한회사 아가씨에프에스
아기배달부 스토크,20163884,20161207,장편,미국,애니메이션,니콜라스 스톨러,NA
아메리칸 메이드,20177541,20170914,장편,미국,범죄,더그 라이만,NA
아메리칸 스나이퍼,20143754,20150114,장편,미국,액션,클린트 이스트우드,NA
아부의 왕,20124055,20120621,장편,한국,코미디,정승구,20062414/(주)황금주전자
아빠는 딸,20151227,20170412,장편,한국,코미디,김형협,20142433/영화사김치(주)
아수라,20153443,20160928,장편,한국,범죄,김성수,20122737/(주)사나이픽처스
아이 캔 스피크,20174142,20170921,장편,한국,코미디,김현석,20156490/주식회사 영화사 시선
아이 필 프리티,20185081,20180606,장편,미국,코미디,아비 콘,NA
아이스 에이지 4: 대륙 이동설,20126667,20120725,장편,미국,애니메이션,스티브 마티노,NA
아이스 에이지: 지구 대충돌,20161286,20160720,장편,미국,애니메이션,마이크 트메이어,NA
아이언맨 3,20121621,20130425,장편,미국,액션,쉐인 블랙,20104469/파라마운트 픽쳐스
아일라,20184689,20180621,장편,터키,드라마,칸 울카이,NA
악녀,20162343,20170608,장편,한국,액션,정병길,20174223/(주)앞에있다
악의 연대기,20149569,20150514,장편,한국,스릴러,백운학,20138935/(주)비에이엔터테인먼트
"안녕, 나의 소녀",20182046,20180516,장편,대만,멜로/로맨스,사준의,NA
"안녕, 헤이즐",20149846,20140813,장편,미국,드라마,조쉬 분,NA
암살,20148851,20150722,장편,한국,액션,최동훈,20062083/(주)케이퍼필름
애나벨,20141113,20141002,장편,미국,공포(호러),존 R. 레오네티,NA
애나벨 : 인형의 주인,20161081,20170810,장편,미국,공포(호러),데이비드 F. 샌드버그,NA
애프터 어스,20137426,20130530,장편,미국,SF,M. 나이트 샤말란,NA
앤트맨,20155702,20150903,장편,미국,액션,페이튼 리드,NA
앨빈과 슈퍼밴드: 악동 어드벤처,20159059,20160204,장편,미국,애니메이션,월트 벡커,NA
앵그리버드 더 무비,20156207,20160519,장편,미국,애니메이션,퍼갈 레일리,NA
어린왕자,20155563,20151223,장편,프랑스,애니메이션,마크 오스본,NA
어메이징 스파이더맨,20126077,20120628,장편,미국,액션,마크 웹,NA
어메이징 스파이더맨 2,20135661,20140423,장편,미국,액션,마크 웹,NA
어바웃 타임,20135428,20131205,장편,영국,멜로/로맨스,리차드 커티스,NA
어벤져스,20124721,20120426,장편,미국,액션,조스 웨던,NA
어벤져스: 에이지 오브 울트론,20148493,20150423,장편,미국,액션,조스 웨던,NA
어벤져스: 인피니티 워,20177478,20180425,장편,미국,액션,안소니 루소,NA
어쌔신 크리드,20164421,20170111,장편,미국,액션,저스틴 커젤,NA
언더 워터,20165201,20160713,장편,미국,공포(호러),자움 콜렛 세라,NA
언터처블: 1%의 우정,20124142,20120322,장편,프랑스,코미디,올리비에르 나카체,NA
얼라이드,20168381,20170111,장편,미국,스릴러,로버트 저메키스,NA
얼리맨,20182984,20180503,장편,영국,애니메이션,닉 파크,NA
에베레스트,20151421,20150924,장편,미국,어드벤처,발타자르 코루마쿠르,NA
에이리언: 커버넌트,20179382,20170509,장편,미국,SF,리들리 스콧,NA
에픽 : 숲속의 전설 ,20138202,20130807,장편,미국,애니메이션,크리스 웻지,NA
엑소더스: 신들과 왕들,20140842,20141203,장편,미국,드라마,리들리 스콧,NA
엑스맨: 데이즈 오브 퓨처 패스트,20147669,20140522,장편,미국,액션,브라이언 싱어,NA
엑스맨: 아포칼립스,20150523,20160525,장편,미국,액션,브라이언 싱어,NA
엔더스 게임,20131246,20131231,장편,미국,SF,개빈 후드,NA
엘리시움,20137811,20130829,장편,미국,SF,닐 블롬캠프,NA
엣지 오브 투모로우,20148807,20140604,장편,미국,액션,더그 라이만,NA
여중생A,20184101,20180620,장편,한국,드라마,이경섭,20122736/(주)영화사울림
역린,20139183,20140430,장편,한국,사극,이재규,20063037/굿초이스컷픽쳐스(주)
연가시,20124062,20120705,장편,한국,공포(호러),박정우,20100297/(주)오죤필름
연애의 온도,20128690,20130321,장편,한국,멜로/로맨스,노덕,20123441/(주)뱅가드스튜디오
연평해전,20134798,20150624,장편,한국,드라마,김학순,20062680/(주)로제타시네마
열정같은소리하고있네,20156748,20151125,장편,한국,드라마,정기훈,20100432/반짝반짝영화사(주)
열한시,20124402,20131128,장편,한국,스릴러,김현석,20061867/(주)파레토웍스
초능력자 2018 : 염력,20182047,20180614,장편,미국,코미디,루이스 바론,NA
오늘의 연애,20142407,20150114,장편,한국,멜로/로맨스,박진표,20138597/(주)팝콘에프앤엠
